rel_month,att,se,ci_lo,ci_hi
-203,0.586538394740167,0.06185284984006707,0.46530680905363553,0.7077699804266985
-202,0.5255225211375637,0.06098251379860029,0.40599679409230716,0.6450482481828202
-201,0.6638665592305499,0.06769822014390955,0.5311780477484872,0.7965550707126127
-200,0.9031568115283767,0.06940772276175894,0.7671176749153292,1.0391959481414241
-199,0.6957964274849544,0.06295957586736571,0.5723956587849176,0.8191971961849912
-198,0.7168531214058383,0.0574004177273596,0.6043483026602136,0.8293579401514631
-197,0.7673579912589508,0.0596242194616638,0.6504945211140898,0.8842214614038117
-196,0.6992514080625543,0.054776541086770436,0.5918893875324842,0.8066134285926243
-195,0.7154749992796342,0.05554068897553734,0.606615248887581,0.8243347496716874
-194,0.6736310968833101,0.05152144724999997,0.5726490602733102,0.7746131334933101
-193,0.6069993034161026,0.05514786967880133,0.49890947884565207,0.7150891279865532
-192,0.7058349287999405,0.05953945988910704,0.5891375874172907,0.8225322701825902
-191,0.5457887494549456,0.06175306995328217,0.42475273234651256,0.6668247665633786
-190,0.5319418165698327,0.05604511126471258,0.4220933984909961,0.6417902346486694
-189,0.6530923860845186,0.06386690405025022,0.5279132541460282,0.778271518023009
-188,0.8501336205731796,0.0612855972587135,0.7300138499461012,0.9702533912002581
-187,0.6893736665041724,0.055853958393118505,0.5798999080536602,0.7988474249546846
-186,0.6797137121472228,0.04995901952950171,0.5817940338693994,0.7776333904250461
-185,0.7117099666433097,0.053339842683502656,0.6071638749836444,0.8162560583029749
-184,0.6934895607915794,0.048907990658716004,0.597629899100496,0.7893492224826628
-183,0.7626435508891387,0.05634821802779241,0.6522010435546656,0.8730860582236118
-182,0.6756259072839491,0.04977618307636722,0.5780645884542693,0.7731872261136289
-181,0.6310276670248269,0.05280956213223956,0.5275209252456374,0.7345344088040164
-180,0.6280117494046001,0.05633282083890054,0.5175994205603551,0.7384240782488452
-179,0.6629458847232105,0.056989742814162025,0.5512459888074529,0.774645780638968
-178,0.5430367791843069,0.052653821760301464,0.4398352885341161,0.6462382698344978
-177,0.6308498117108161,0.05849254945671034,0.5162044147756638,0.7454952086459684
-176,0.882412871106875,0.06179142637385373,0.7613016754141217,1.0035240667996284
-175,0.7066813738001929,0.05645549581970613,0.5960286019935689,0.8173341456068169
-174,0.6826571703062767,0.05252014540518924,0.5797176853121058,0.7855966553004476
-173,0.6566466299525249,0.053705153881443646,0.5513845283448954,0.7619087315601544
-172,0.6768102469245904,0.04961275983626797,0.5795692376455052,0.7740512562036755
-171,0.7021985298586582,0.05248872277350941,0.5993206332225797,0.8050764264947367
-170,0.7166619979030904,0.052475781680679325,0.6138094658089589,0.8195145299972219
-169,0.5708618948299069,0.04738310747782211,0.4779910041733756,0.6637327854864382
-168,0.5960644243110094,0.05208423174597104,0.49397933008890615,0.6981495185331126
-167,0.6644817978785785,0.053381283149854,0.5598544829048647,0.7691091128522923
-166,0.563739365208066,0.05472162699460882,0.4564849762986327,0.6709937541174993
-165,0.5574032259309577,0.053644506511863185,0.4522599931677059,0.6625464586942096
-164,0.8101673361816302,0.0566081753576975,0.699215312480543,0.9211193598827173
-163,0.5826093188530153,0.05003413975085126,0.4845424049413468,0.6806762327646837
-162,0.5487021170469916,0.04473102323482582,0.461029311506733,0.6363749225872501
-161,0.6158243051256881,0.04717406755446321,0.5233631327189402,0.708285477532436
-160,0.6036327321942991,0.049032909192764935,0.5075282301764799,0.6997372342121184
-159,0.6321821907428143,0.045528539683683936,0.5429462529627939,0.7214181285228348
-158,0.6649053216668139,0.04648352209214709,0.5737976183662057,0.7560130249674222
-157,0.5304294456571845,0.043976690305289494,0.4442351326588171,0.616623758655552
-156,0.5899682458649494,0.05513150044066486,0.4819105050012463,0.6980259867286526
-155,0.6372447686313235,0.049382670437482505,0.5404547345738578,0.7340348026887892
-154,0.5255856759132312,0.05272032887170895,0.4222538313246817,0.6289175205017807
-153,0.5477106193991493,0.056134422545367366,0.4376871512102293,0.6577340875880694
-152,0.7662005476480537,0.04881530268763357,0.6705225543802918,0.8618785409158155
-151,0.5127765755973592,0.047554635576642516,0.41956948986713993,0.6059836613275785
-150,0.47632962837180565,0.04404305518882013,0.3900052402017182,0.5626540165418931
-149,0.5553500992885363,0.04548095923723615,0.46620741918355346,0.6444927793935191
-148,0.5217660373707149,0.042332110666323856,0.43879510046472014,0.6047369742767097
-147,0.5743299247127259,0.043323208768584115,0.48941643552630104,0.6592434138991508
-146,0.5837693386817459,0.04543670806141298,0.49471339088137645,0.6728252864821153
-145,0.431485662386897,0.04396046923403141,0.3453231426881954,0.5176481820855986
-144,0.4686679489812407,0.046389445869150434,0.37774463507770584,0.5595912628847756
-143,0.5147777150917493,0.049577984644765566,0.41760486518800877,0.6119505649954898
-142,0.4075612389566982,0.043277895125487444,0.32273656451074284,0.4923859134026536
-141,0.45948979577465454,0.052830775151038255,0.35594147647861957,0.5630381150706896
-140,0.7026196360281773,0.05071514174045287,0.6032179582168897,0.802021313839465
-139,0.4993377252693669,0.04434295270736837,0.4124255379629249,0.5862499125758089
-138,0.5029514569826518,0.045281996710249864,0.414198743430562,0.5917041705347414
-137,0.5453335603801902,0.045717397580521166,0.4557274611223687,0.6349396596380117
-136,0.5429958757385605,0.043340344015702116,0.4580488014677843,0.6279429500093366
-135,0.5862350050900063,0.0441054050057988,0.4997884112786406,0.6726815989013719
-134,0.5700043382989073,0.043030014618812104,0.48566550964603555,0.654343166951779
-133,0.46773051835878854,0.04364276305260555,0.3821907027756817,0.5532703339418954
-132,0.5337879642490926,0.048781955109256016,0.4381753322349508,0.6294005962632344
-131,0.5048147248423039,0.04541345592412701,0.415804351231015,0.5938250984535929
-130,0.4167640893932131,0.04254638514728289,0.3333731745045386,0.5001550042818875
-129,0.47375809418852527,0.049914447653998786,0.37592577678668765,0.571590411590363
-128,0.6934678955518986,0.04990745023939873,0.5956492930826771,0.79128649802112
-127,0.48086950120719024,0.04345324212354442,0.3957011466450432,0.5660378557693373
-126,0.528250211748775,0.041894008834668504,0.44613795443282467,0.6103624690647252
-125,0.5650210858745139,0.04510510929951202,0.4766150716474704,0.6534271001015575
-124,0.5084983428297892,0.041288426464449045,0.4275730269594691,0.5894236587001094
-123,0.5248884242830805,0.04606037783616394,0.4346100837241991,0.6151667648419618
-122,0.5344490366938193,0.04423232702908143,0.4477536757168197,0.6211443976708189
-121,0.42030740281682627,0.04313279356987838,0.33576712741986464,0.5048476782137878
-120,0.532563574098534,0.0511608189627573,0.4322883689315298,0.6328387792655383
-119,0.5789829152086072,0.05353362037643323,0.47405701927079813,0.6839088111464163
-118,0.3929000780686642,0.04570099569917007,0.3033261264982909,0.48247402963903757
-117,0.40531383251183645,0.04714192405203119,0.3129156613698553,0.49771200365381757
