rel_month,att,se,ci_lo,ci_hi
-116,0.7115874832958821,0.04940862134156623,0.6147465854664123,0.8084283811253519
-115,0.4498685729895705,0.049714670370691404,0.35242781906301535,0.5473093269161257
-114,0.47947265948874895,0.04666500291131711,0.38800925378256745,0.5709360651949305
-113,0.47366166528338705,0.04422362663661879,0.3869833570756142,0.5603399734911598
-112,0.4567123124061264,0.04340483864544762,0.3716388286610491,0.5417857961512038
-111,0.4621239721091141,0.03975504665271094,0.38420408066980066,0.5400438635484276
-110,0.4972340693615639,0.04125626648381366,0.41637178705328914,0.5780963516698386
-109,0.3759970856930852,0.04133602038564761,0.29497848573721586,0.45701568564895456
-108,0.3584152324550053,0.042425513602812305,0.27526122579349316,0.4415692391165174
-107,0.4362201615611025,0.04325086476604437,0.35144846661965556,0.5209918565025494
-106,0.3859818332289085,0.0434204291811552,0.3008777920338443,0.4710858744239727
-105,0.4667025117744152,0.044467421875018294,0.3795463648993793,0.553858658649451
-104,0.6873794366687392,0.04940479002152937,0.5905460482265417,0.7842128251109368
-103,0.45552884250058895,0.042925420904749476,0.37139501752728,0.5396626674738979
-102,0.4342334449686745,0.041519130608260756,0.3528559489764834,0.5156109409608656
-101,0.4995038576952851,0.04411788912519778,0.4130327950098974,0.5859749203806728
-100,0.4545448934446684,0.044137998641292635,0.36803441610773485,0.5410553707816019
-99,0.5033526539811305,0.0421316653849373,0.4207745898266534,0.5859307181356076
-98,0.5005369189602964,0.04953524023655277,0.40344784809665296,0.5976259898239398
-97,0.35949780814936383,0.03946377667290677,0.28214880587046653,0.4368468104282611
-96,0.40276535198134755,0.049278748537059866,0.3061790048487102,0.4993516991139849
-95,0.5062266353473188,0.052906205738338256,0.40253047210017584,0.6099227985944617
-94,0.38933422890373953,0.0482827875180181,0.294699965368424,0.48396849243905504
-93,0.43737051176660297,0.04433852372643613,0.3504670052627882,0.5242740182704178
-92,0.7085837026649845,0.04718242335486057,0.6161061528894578,0.8010612524405112
-91,0.5662500360998851,0.04347708139453932,0.48103495656658807,0.6514651156331822
-90,0.5056265200143322,0.042178875228132504,0.42295592456719244,0.5882971154614719
-89,0.5452208154136856,0.04470934829247507,0.4575904927604345,0.6328511380669367
-88,0.5552582688605733,0.040338056157812247,0.4761956787912613,0.6343208589298853
-87,0.5161403721306952,0.03916924563210949,0.43936865069176056,0.5929120935696298
-86,0.5580799462520034,0.03884987508179345,0.4819341910916882,0.6342257014123186
-85,0.42276771808863134,0.04163486176880827,0.3411633890217671,0.5043720471554956
-84,0.4365226618422234,0.046754927070044715,0.3448830047849357,0.528162318899511
-83,0.5201920505101018,0.04627881659856216,0.42948556997691995,0.6108985310432836
-82,0.3496268398761385,0.03943122936158583,0.2723416303274303,0.42691204942484673
-81,0.37195493882768416,0.039681224203579446,0.2941797393886684,0.4497301382666999
-80,0.6619424081492349,0.05072918764396852,0.5625132003670565,0.7613716159314132
-79,0.4501625617605729,0.04704145890270088,0.3579613023112792,0.5423638212098666
-78,0.3733934158985839,0.0422398018889969,0.29060340419614994,0.4561834276010178
-77,0.4368325508581272,0.0427015632661511,0.35313748685647106,0.5205276148597834
-76,0.4407696123239412,0.036751623790825826,0.36873642969392256,0.5128027949539598
-75,0.43649758301950514,0.040879508196902226,0.35637374695357676,0.5166214190854335
-74,0.46226541551381206,0.046545233049452156,0.37103675873688585,0.5534940722907383
-73,0.30645136749390267,0.045202348254997575,0.21785476491410743,0.3950479700736979
-72,0.3716340465343317,0.04399005164111614,0.28541354531774404,0.4578545477509193
-71,0.3354722316481454,0.04145704465325639,0.25421642412776285,0.4167280391685279
-70,0.2786929206859807,0.04168461494152812,0.1969910754005856,0.3603947659713759
-69,0.3273174626455259,0.039627856666085336,0.24964686357999866,0.40498806171105317
-68,0.6087521376829199,0.04859221678291501,0.5135113927884065,0.7039928825774333
-67,0.3255066510997857,0.04022594018927387,0.24666380832880894,0.40434949387076247
-66,0.3016500237608174,0.04086575144838668,0.22155315092197952,0.38174689659965527
-65,0.34446993858192887,0.04403557274680368,0.25816021599819367,0.4307796611656641
-64,0.2854727551916185,0.03823127227777473,0.21053946152718006,0.360406048856057
-63,0.3112383214489853,0.038257550653180775,0.23625352216875095,0.3862231207292196
-62,0.39585528298575545,0.04797043031804806,0.3018332395623813,0.4898773264091296
-61,0.2505756627768074,0.03881814303787758,0.1744921024225673,0.32665922313104745
-60,0.2088651574391218,0.0390235234169177,0.1323790515419631,0.28535126333628047
-59,0.16118680377708483,0.03851228986202707,0.08570271564751177,0.2366708919066579
-58,0.16942895560455784,0.04080438204610648,0.08945236679418914,0.24940554441492654
-57,0.1355962451536915,0.03670263043136642,0.06365908950821332,0.2075334007991697
-56,0.4344245750137411,0.042405522563576416,0.3513097507891313,0.5175393992383509
-55,0.27128834129815765,0.03540658923796098,0.20189142639175414,0.34068525620456114
-54,0.2187958786605412,0.043702169173633024,0.13313962708022048,0.30445213024086193
-53,0.22666415787239713,0.03510387466753022,0.1578605635240379,0.2954677522207564
-52,0.22946129116560604,0.034541915142808334,0.1617591374857017,0.2971634448455104
-51,0.20370190485371553,0.03916119016247738,0.12694597213525988,0.2804578375721712
-50,0.32531829206474894,0.04140048334317726,0.24417334471212152,0.4064632394173764
-49,0.1564150172176157,0.038000845973033,0.08193335911047102,0.23089667532476038
-48,0.1759123079683644,0.03937884709436237,0.09872976766341417,0.25309484827331463
-47,0.22500217333077618,0.043389214895354224,0.13995931213588192,0.31004503452567045
-46,0.1725042091936482,0.044754872796752374,0.08478465851201356,0.26022375987528285
-45,0.22108768437904658,0.042866972880662574,0.13706841753294793,0.3051069512251452
-44,0.43034008087554804,0.04863439534158055,0.3350166660060502,0.5256634957450459
-43,0.2570536719595476,0.044747527479976304,0.16934851809879403,0.34475882582030115
-42,0.1162384244264958,0.04295093388184524,0.03205459401807914,0.20042225483491247
-41,0.09130997617306368,0.046627265840767235,-7.946487484010445e-05,0.18269941722096744
-40,0.056491798990083435,0.03999484830218119,-0.0218981036821917,0.13488170166235858
-39,0.05635172982844707,0.04262097773707009,-0.027185386536210297,0.13988884619310443
-38,0.09336010415732982,0.037823368420035614,0.019226302054060007,0.16749390626059962
-37,0.03743942687415463,0.04969363893200831,-0.05996010543258166,0.13483895918089092
-36,0.03311715122254156,0.046367748096088575,-0.05776363504579205,0.12399793749087518
-35,0.1390589808555044,0.04467962605573257,0.051486913786268546,0.22663104792474023
-34,0.0061031380414543705,0.04353766213401019,-0.0792306797412056,0.09143695582411435
-33,0.017498228108468846,0.04176000949405002,-0.06435139049986918,0.09934784671680688
-32,0.23640556579810165,0.04935695174153806,0.13966594038468705,0.33314519121151626
-31,0.03865525325735431,0.04223187220906511,-0.044119216272413296,0.12142972278712191
-30,0.021057076225278745,0.0371069485653744,-0.051672542962855075,0.09378669541341257
-29,0.0828682510567156,0.03511772184279506,0.014037516244837275,0.15169898586859393
-28,0.03849350582927489,0.03672479269815856,-0.03348708785911588,0.11047409951766565
-27,0.07670157561698211,0.05022042814130545,-0.02173046353997657,0.1751336147739408
-26,0.10466761183824501,0.0312240047808486,0.04346856246778175,0.16586666120870827
-25,0.022087733036908065,0.03213185341406556,-0.04089069965466043,0.08506616572847656
-24,0.022176238984876237,0.037156367307450214,-0.05065024093772619,0.09500271890747866
-23,0.08646490574003389,0.041558044942558436,0.00501113765261936,0.1679186738274484
-22,-0.0315848190126632,0.04065257892217118,-0.1112638737001187,0.04809423567479231
-21,0.0851250144390145,0.03544239547437993,0.015657919309229842,0.15459210956879915
-20,0.22210378965637306,0.03762884817769625,0.1483512472280884,0.2958563320846577
-19,0.04522031126042204,0.03384601217426153,-0.021117872601130565,0.11155849512197463
-18,-0.01585693728543103,0.03583316149530584,-0.08608993381623048,0.054376059245368424
-17,-0.0004968168541031925,0.030539074759797676,-0.060353403383306636,0.059359769675100246
-16,-0.03009513881368223,0.032035774917496,-0.09288525765197438,0.032694980024609924
-15,0.020860256789130983,0.03500535207514682,-0.047750233278156785,0.08947074685641876
-14,0.033477936738685966,0.03334281879724508,-0.03187398810391439,0.09882986158128632
-13,-0.0951289285852284,0.03485144432995052,-0.1634377594719314,-0.026820097698525378
-12,-0.0382451385970153,0.03643645796850503,-0.10966059621528518,0.033170319021254564
-11,0.028183956103763085,0.03367372296661812,-0.03781654091080843,0.0941844531183346
-10,-0.06948291114918026,0.03942375185417702,-0.1467534647833672,0.007787642485006699
-9,-0.08733333791857477,0.031024324040567736,-0.14814101303808752,-0.02652566279906201
-8,0.17735028367532402,0.03651980258212925,0.10577147061435069,0.24892909673629735
-7,-0.017401250831909732,0.03832295383705476,-0.09251424035253705,0.057711738688717595
-6,-0.06326808295976821,0.03376802086961204,-0.1294534038642078,0.002917237944671386
-5,-0.06173180557539165,0.03189483339562763,-0.12424567903082182,0.0007820678800385117
-4,-0.06010239510594049,0.02819619576392385,-0.11536693880323123,-0.004837851408649743
-3,-0.08860623411466806,0.03615732339979368,-0.1594745879782637,-0.017737880251072438
-2,,,,
0,-0.14177377745865657,0.03386407105964195,-0.2081473567355548,-0.07540019818175836
1,-0.10166092757884225,0.03386636957941495,-0.16803901195449555,-0.03528284320318896
2,-0.1538120103244243,0.03635642582709452,-0.22507060494552955,-0.08255341570331903
3,-0.250732267441587,0.03690667477252363,-0.32306934999573333,-0.1783951848874407
4,-0.002863102500433952,0.03524635453108756,-0.07194595738136557,0.06621975238049767
5,-0.08894964527004019,0.04035329633315737,-0.16804210608302864,-0.009857184457051749
6,-0.15643067663022972,0.03302028884481332,-0.22115044276606383,-0.09171091049439561
7,-0.09713465490655787,0.030025909993446866,-0.1559854384937137,-0.038283871319402016
8,-0.09499340476365975,0.03182590246537905,-0.1573721735958027,-0.03261463593151681
9,-0.09819344343257731,0.034227310488768474,-0.16527897199056352,-0.03110791487459111
10,-0.029233576014996876,0.029001128026484115,-0.08607578694690574,0.02760863491691199
11,-0.1642523916519449,0.028700757653080083,-0.22050587665198187,-0.10799890665190795
12,-0.13165070221731878,0.02945222265845001,-0.1893770586278808,-0.07392434580675676
13,-0.04947916578209338,0.0339842042053439,-0.11608820602456742,0.017129874460380654
14,-0.12532425395214425,0.037803138606434576,-0.19941840562075602,-0.051230102283532475
15,-0.0847754604588719,0.044252072916677536,-0.17150952337555986,0.0019586024578160666
16,0.12095176192726786,0.03162747584684155,0.05896190926745843,0.1829416145870773
17,-0.09558460015961882,0.03463938722328646,-0.1634777991172603,-0.02769140120197737
18,-0.12121183569194245,0.03132770739851425,-0.18261414219303038,-0.05980952919085452
19,-0.07755622052649558,0.025597161281122997,-0.12772665663749666,-0.027385784415494503
20,-0.10523954450273025,0.03995597122020651,-0.18355324809433501,-0.026925840911125487
21,-0.15399346089046068,0.03213081880019233,-0.21696986573883764,-0.09101705604208371
22,-0.06233464246179422,0.03419538099542814,-0.12935758921283336,0.004688304289244931
23,-0.11218302801558602,0.04142450253871391,-0.1933750529914653,-0.03099100303970677
24,-0.13524075123301482,0.03819450934284436,-0.21010198954498976,-0.06037951292103988
