rel_month,coef,se,ci_lo,ci_hi,kind
-198.0,-0.006076364093962546,0.017476023452308493,-0.040329370060487195,0.0281766418725621,bin
-186.0,0.01542183468918071,0.012502920174091301,-0.009083888852038239,0.03992755823039966,bin
-174.0,0.060970122049878527,0.011591904753231474,0.038249988733544835,0.08369025536621222,bin
-162.0,0.04627172402122019,0.011794048036815346,0.023155389869062116,0.06938805817337827,bin
-150.0,0.041594455917328944,0.014393524820309075,0.013383147269523159,0.06980576456513474,bin
-138.0,0.03684320236971373,0.014715399510190767,0.008001019329739827,0.06568538540968763,bin
-126.0,0.08132868868872929,0.015615091577069078,0.0507231091976739,0.11193426817978469,bin
-114.0,0.09477990152240996,0.01787871333111934,0.05973762339341605,0.12982217965140386,bin
-102.0,0.11400108826235468,0.018036391995792052,0.07864975995060225,0.1493524165741071,bin
-90.0,0.19941302411559877,0.01774142165411275,0.1646398376735378,0.23418621055765976,bin
-78.0,0.1865429795047923,0.018289127118917725,0.15069629035171356,0.22238966865787102,bin
-66.0,0.13342392022791216,0.01818608656867531,0.09777919055330855,0.16906864990251577,bin
-54.0,0.06473892285347628,0.015537282872167461,0.034285848424028056,0.0951919972829245,bin
-42.0,0.043884407720650685,0.016008491728766543,0.01250776393226826,0.07526105150903312,bin
-30.0,-0.013366884628482137,0.014990601856524729,-0.04274846426727061,0.01601469501030633,bin
-12.0,-0.10936074323692191,0.024450506705486832,-0.1572837363796761,-0.06143775009416772,monthly
-11.0,-0.04877566223769268,0.02473947558856926,-0.09726503439128843,-0.00028629008409693235,monthly
-10.0,0.021354723474101757,0.029252968277481146,-0.03598109434976129,0.0786905412979648,monthly
-9.0,-0.07261085276782574,0.031224384215552806,-0.13381064583030924,-0.011411059705342237,monthly
-8.0,-0.08675998852620448,0.022754716923452878,-0.1313592336961721,-0.04216074335623684,monthly
-7.0,0.18162492407871011,0.03118386904688756,0.1205045407468105,0.24274530741060973,monthly
-6.0,-0.009425319417507603,0.031852069719294517,-0.07185537606732485,0.053004737232309654,monthly
-5.0,-0.0515908605343497,0.027844998738519828,-0.10616705806184856,0.0029853369931491652,monthly
-4.0,-0.046353292138957454,0.02463545488596806,-0.09463878371545485,0.0019321994375399443,monthly
-3.0,-0.041022590658490135,0.024743916738667826,-0.08952066746627907,0.007475486149298806,monthly
-2.0,-0.06582513865620163,0.031040783164214634,-0.12666507365806232,-0.004985203654340943,monthly
-1.0,0.02648238646948188,0.025898816639007637,-0.024279294142973085,0.07724406708193685,monthly
1.0,-0.10788880896714251,0.029713080286496857,-0.16612644632867635,-0.04965117160560867,monthly
2.0,-0.06407466807631194,0.0316210227575229,-0.12605187268105683,-0.002097463471567064,monthly
3.0,-0.11252445981087852,0.033908760837165285,-0.1789856310517225,-0.04606328857003457,monthly
4.0,-0.20574342591702502,0.03433125101865312,-0.27303267791358515,-0.13845417392046488,monthly
5.0,0.045827030035143775,0.032671133316425495,-0.018208391265050188,0.10986245133533773,monthly
6.0,-0.036558221723446416,0.03629616976529683,-0.1076987144634282,0.03458227101653537,monthly
7.0,-0.10033796207261995,0.0300649349083105,-0.15926523449290853,-0.04141068965233137,monthly
8.0,-0.03734064933793227,0.026372129639958032,-0.08903002343225001,0.014348724756385475,monthly
9.0,-0.0314981081840182,0.029889442780629234,-0.0900814160340515,0.027085199666015095,monthly
10.0,-0.030996855841919368,0.02949140066409474,-0.08880000114354505,0.026806289459706315,monthly
11.0,0.04166430258667668,0.026366223799496727,-0.010013496060336906,0.09334210123369027,monthly
12.0,-0.08965322203925545,0.024534592236469723,-0.1377410228227361,-0.041565421255774795,monthly
13.0,-0.05335024159361313,0.025763284861527094,-0.10384627992220624,-0.0028542032650200264,monthly
14.0,0.03252258585262802,0.033709315249322684,-0.03354767203604444,0.09859284374130048,monthly
15.0,-0.03962121130640677,0.03616673343317665,-0.11050800883543299,0.031265586222619456,monthly
16.0,0.004628873197881195,0.03924163871804664,-0.07228473868949022,0.0815424850852526,monthly
17.0,0.2140573865950371,0.02740387484111048,0.16034579190646053,0.26776898128361365,monthly
18.0,0.001222315519166485,0.029343093660153356,-0.0562901480547341,0.05873477909306706,monthly
19.0,-0.020703629002141382,0.029528636234034046,-0.07857975602084812,0.037172498016565345,monthly
20.0,0.026653277174321477,0.024317875647465213,-0.02100975909471034,0.0743163134433533,monthly
21.0,0.00267124420910272,0.03609181060592605,-0.06806870457851233,0.07341119299671778,monthly
22.0,-0.042381381167611504,0.02740031809371806,-0.0960860046312989,0.011323242296075897,monthly
23.0,0.052978728272071146,0.031105821375577943,-0.00798868162406162,0.11394613816820391,monthly
24.0,0.0068316337292946595,0.03919061690534771,-0.06998197540518686,0.08364524286377617,monthly
25.0,-0.01252479847711825,0.03604324950195009,-0.08316956750094043,0.058119970546703925,monthly
