variable,pre_N,pre_mean,pre_sd,pre_median,pre_min,pre_max,post_N,post_mean,post_sd,post_median
Nikkei 225,210,17741.22,6586.37,17324.09,7454.28,33517.6,26,40022.17,4788.49,38857.11
